Open,High,Low,Close,Volume,Date
2410.78,2418.37,2403.35,2407.66,6266.02245,2024-10-11
2407.66,2425.84,2402.65,2417.83,8208.48297,2024-10-11
2417.83,2453.7,2414.6,2443.81,15123.62133,2024-10-11
2443.81,2471.37,2433.45,2459.59,13659.81016,2024-10-11
2459.59,2462.31,2434.22,2439.5,6433.6045,2024-10-11
2439.5,2451.37,2434.35,2439.05,6561.18188,2024-10-12
2439.05,2451.6,2439.04,2446.68,5185.29143,2024-10-12
2446.68,2467.5,2442.61,2452.49,5950.42375,2024-10-12
2452.49,2484.01,2448.8,2473.1,12675.80438,2024-10-12
2473.1,2486.58,2466.66,2472.6,9277.82033,2024-10-12
2472.6,2490.14,2469.1,2476.4,6605.07576,2024-10-12
2476.4,2484.92,2453.51,2457.86,7365.52198,2024-10-13
2457.86,2469.31,2457.32,2465.01,3220.34333,2024-10-13
2465.01,2471.74,2457.48,2458.26,4526.56522,2024-10-13
2458.26,2470.49,2436.39,2440.51,8304.15355,2024-10-13
2440.51,2462.31,2437.92,2458.1,8827.2288,2024-10-13
2458.1,2483.8,2452.87,2468.91,8625.041,2024-10-13
2468.91,2525.42,2443.39,2521.13,10067.74651,2024-10-14
2521.13,2548.42,2511.48,2535.79,17392.13143,2024-10-14
2535.79,2547.2,2519.65,2537.95,9705.09151,2024-10-14
2537.95,2642.5,2534.56,2635.48,24512.5806,2024-10-14
2635.48,2640.4,2615.41,2620.51,13883.93733,2024-10-14
2620.51,2653.77,2616.1,2629.78,10394.33995,2024-10-14
2629.78,2637.38,2609.29,2612.32,9099.14686,2024-10-15
2612.32,2623.5,2590.3,2615.66,8907.2947,2024-10-15
2615.66,2622.49,2580.34,2586.19,10873.80495,2024-10-15
2586.19,2688,2537.79,2573.45,24763.73489,2024-10-15
2573.45,2618.95,2571.38,2592.61,15483.901,2024-10-15
2592.61,2608.5,2563.6,2607.4,9404.83386,2024-10-15
2607.4,2630.39,2588.66,2617.23,15887.95412,2024-10-16
2617.23,2624.44,2598.83,2607.13,13646.81929,2024-10-16
2607.13,2642.68,2605.01,2630.4,15284.79917,2024-10-16
2630.4,2647.74,2595.16,2607.67,17435.06327,2024-10-16
2607.67,2628.01,2591.64,2614.99,10706.0843,2024-10-16
2614.99,2628.14,2609,2611.11,5540.1778,2024-10-16
2611.11,2645.25,2610.2,2640.8,11696.93604,2024-10-17
2640.8,2648.36,2618.99,2628.5,11202.1453,2024-10-17
2628.5,2630.4,2596.49,2598.01,11435.66433,2024-10-17
2598.01,2632.73,2584,2630.82,14028.20821,2024-10-17
2630.82,2631.43,2575.99,2595.48,12470.53586,2024-10-17
2595.48,2614.9,2594.82,2605.59,5319.92112,2024-10-17
2605.59,2651.65,2596.52,2609.98,13851.32407,2024-10-18
2609.98,2645.72,2608.82,2644.5,11636.64424,2024-10-18
2644.5,2650,2620.99,2621.98,9966.73894,2024-10-18
2621.98,2663.29,2612.16,2652.98,15679.25366,2024-10-18
2652.98,2675.43,2629.51,2651.39,15604.17201,2024-10-18
2651.39,2651.84,2633.6,2642.16,4424.80353,2024-10-18
2642.16,2663.36,2635.22,2646.4,6416.76563,2024-10-19
2646.4,2650.97,2638,2641.05,4776.38938,2024-10-19
2641.05,2648.6,2631.23,2631.47,5331.69402,2024-10-19
2631.47,2654.41,2631.19,2645.7,6363.37477,2024-10-19
2645.7,2646.53,2637,2641.34,5402.82162,2024-10-19
2641.34,2655.5,2640.86,2648.2,6372.27006,2024-10-19
2648.2,2653.56,2635.53,2640.26,4688.02962,2024-10-20
2640.26,2651.82,2638.45,2646.09,4997.01996,2024-10-20
2646.09,2651.47,2643.13,2649.5,4152.34038,2024-10-20
2649.5,2720.6,2642.09,2706.58,20863.58448,2024-10-20
2706.58,2709.77,2686.25,2699.87,9451.51439,2024-10-20
2699.87,2757.81,2697.03,2746.91,19942.9022,2024-10-20
2746.91,2769.47,2725.31,2733.81,15135.0579,2024-10-21
2733.81,2744.23,2721.68,2722,10702.39783,2024-10-21
2722,2729.2,2701.75,2704.78,12421.08776,2024-10-21
2704.78,2711.36,2659.21,2679.43,21277.26188,2024-10-21
2679.43,2684.79,2655.8,2680.1,13539.44177,2024-10-21
2680.1,2684.4,2665.69,2666.71,7635.30925,2024-10-21
2666.71,2671.92,2614.19,2644.56,13561.59752,2024-10-22
2644.56,2659.41,2635.2,2646.8,9990.25321,2024-10-22
2646.8,2649.19,2613.41,2632.89,15395.46955,2024-10-22
2632.89,2645.21,2606.53,2624.49,19180.54467,2024-10-22
2624.49,2633.82,2607,2628,14160.19262,2024-10-22
2628,2644.1,2618.21,2622.81,6727.81698,2024-10-22
2622.81,2627,2601.5,2616.5,9694.67931,2024-10-23
2616.5,2624.68,2602.63,2602.8,8465.64685,2024-10-23
2602.8,2608.39,2563.72,2580.94,15437.02991,2024-10-23
2580.94,2587.38,2530,2540.22,28343.79182,2024-10-23
2540.22,2542.56,2452,2512.51,29487.40648,2024-10-23
2512.51,2528.5,2502,2524.61,10115.5544,2024-10-23
2524.61,2560.78,2509.28,2544.82,13955.68927,2024-10-24
2544.82,2562,2540.37,2544.75,14279.25737,2024-10-24
2544.75,2551.41,2508.77,2529.46,15881.75309,2024-10-24
2529.46,2545.65,2513.39,2525.98,26245.23856,2024-10-24
2525.98,2541.92,2508,2539.88,12689.37565,2024-10-24
2539.88,2560,2526.73,2535.81,12262.69082,2024-10-24
2535.81,2538.53,2509.92,2521.74,11761.09918,2024-10-25
2521.74,2522.55,2462.68,2484.07,16707.52141,2024-10-25
2484.07,2547,2479.2,2545.12,21803.39169,2024-10-25
2545.12,2566.27,2508.72,2524.86,26623.95017,2024-10-25
2524.86,2536.7,2455.95,2476.2,25027.8059,2024-10-25
2476.2,2496.59,2383,2440.63,19566.91789,2024-10-25
2440.63,2457.51,2430.34,2452.26,13282.59894,2024-10-26
2452.26,2479.7,2451.4,2465.62,11314.07814,2024-10-26
2465.62,2479,2463.35,2472.99,11090.91043,2024-10-26
2472.99,2478.8,2442.44,2457.59,22786.78516,2024-10-26
2457.59,2488.14,2455.77,2486.67,15217.71185,2024-10-26
2486.67,2507.94,2481.9,2482.5,9285.45696,2024-10-26
2482.5,2484.97,2469.95,2484.65,7786.36413,2024-10-27
2484.65,2486.84,2477.98,2481.25,4983.23591,2024-10-27
2481.25,2484.4,2464.13,2469.87,8334.29484,2024-10-27
2469.87,2505.84,2469.75,2501.99,15342.07947,2024-10-27
2501.99,2510.72,2486,2494.6,15165.01228,2024-10-27
2494.6,2527.99,2490.83,2507.8,12066.07482,2024-10-27
2507.8,2512.53,2471.67,2477.71,15541.41858,2024-10-28
2477.71,2526.96,2473.2,2511.64,14224.78149,2024-10-28
2511.64,2544.54,2505.18,2527.11,15189.48428,2024-10-28
2527.11,2536.6,2498.59,2501.2,25175.27095,2024-10-28
2501.2,2524.29,2489.09,2506.43,21672.27159,2024-10-28
2506.43,2589.3,2505,2567.49,18444.08456,2024-10-28
2567.49,2631.58,2561.19,2607.75,21893.82109,2024-10-29
2607.75,2626.49,2607.75,2612.78,13500.561,2024-10-29
2612.78,2638.83,2612.78,2631.59,18362.78919,2024-10-29
2631.59,2650.57,2611.32,2648.6,30415.99693,2024-10-29
2648.6,2681.79,2623.34,2624.57,31856.74087,2024-10-29
2624.57,2648.26,2607.17,2638.79,15535.66263,2024-10-29
2638.79,2651.42,2599.78,2641.69,16693.95524,2024-10-30
2641.69,2684.21,2636.2,2668.6,20019.85235,2024-10-30
2668.6,2696.49,2657.32,2659.19,21853.23492,2024-10-30
2659.19,2722.3,2653.05,2683.01,32766.88292,2024-10-30
2683.01,2696.06,2653.41,2655.39,15433.88413,2024-10-30
2655.39,2685.13,2636.79,2659.19,14171.53699,2024-10-30
2659.19,2669,2638.38,2656.99,8629.99602,2024-10-31
2656.99,2657.99,2631.63,2646.79,9251.63492,2024-10-31
2646.79,2648.54,2625.33,2638.81,16503.761,2024-10-31
2638.81,2641,2541.37,2563.37,29333.29222,2024-10-31
2563.37,2563.98,2506.8,2514.94,27627.20476,2024-10-31
2514.94,2528.41,2503.74,2518.61,18468.39726,2024-10-31
2518.61,2532.9,2469,2503.2,21446.43531,2024-11-01
2503.2,2516.19,2485.45,2504.11,16142.57447,2024-11-01
2504.11,2525.69,2494.55,2515.43,16688.25039,2024-11-01
2515.43,2586.75,2481.69,2500.49,34222.85408,2024-11-01
2500.49,2538.09,2495.2,2514.38,27082.43634,2024-11-01
2514.38,2527.46,2486,2511.48,10534.08564,2024-11-01
2511.48,2523.45,2501.76,2506.71,9299.71912,2024-11-02
2506.71,2513.87,2499.58,2507.34,8025.89112,2024-11-02
2507.34,2510.27,2491.29,2502.14,12567.32617,2024-11-02
2502.14,2504.5,2470.18,2488.78,21935.71098,2024-11-02
2488.78,2497.61,2479.29,2493.02,14405.4359,2024-11-02
2493.02,2497.89,2485.09,2494.23,10944.93891,2024-11-02
2494.23,2496.39,2421.51,2449.59,19067.22323,2024-11-03
2449.59,2463.7,2441.2,2450,14388.11955,2024-11-03
2450,2462.64,2443.94,2454.47,16125.43827,2024-11-03
2454.47,2460.6,2413.53,2442.82,31837.78393,2024-11-03
2442.82,2459.44,2411,2452.89,19123.94672,2024-11-03
2452.89,2475.29,2447.41,2457.73,21325.85154,2024-11-03
2457.73,2491.38,2434.99,2473.77,22969.38872,2024-11-04
2473.77,2482.43,2457.21,2459.67,16229.4393,2024-11-04
2459.67,2478,2447.3,2470.2,23112.59183,2024-11-04
2470.2,2485.87,2431.52,2442.6,25923.99211,2024-11-04
2442.6,2446.19,2405.9,2430.43,20369.00696,2024-11-04
2430.43,2432.08,2358,2398.11,25830.74891,2024-11-04
2398.11,2421.1,2381.02,2420.46,23898.44373,2024-11-05
2420.46,2445.69,2417.21,2443.4,16151.64627,2024-11-05
2443.4,2448,2430.29,2440.62,15748.22261,2024-11-05
2440.62,2480,2427.69,2440.19,24716.19056,2024-11-05
2440.19,2475,2401.91,2408.1,17178.47819,2024-11-05
2408.1,2439.99,2401.74,2422.55,16555.64441,2024-11-05
2422.55,2634.38,2420.42,2579.31,47704.2289,2024-11-06
2579.31,2643,2561.26,2593.97,52888.70953,2024-11-06
2593.97,2637.01,2571.01,2629.02,34632.73627,2024-11-06
2629.02,2666.66,2608.4,2634.19,33729.80973,2024-11-06
2634.19,2687.27,2633.44,2687.25,35872.86184,2024-11-06
2687.25,2744.59,2669.25,2722.13,29652.67317,2024-11-06
2722.13,2879.13,2699.49,2852.31,45457.04961,2024-11-07
