Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1995-01-01 00:00:00+00:00,6.12288327844208,6.167467379984134,5.92968550509318,5.989130973815918,25495200,0.0,0.0
1995-01-08 00:00:00+00:00,5.974271402886165,6.003994146184107,5.795934943098519,5.914825916290283,39345200,0.0,0.0
1995-01-15 00:00:00+00:00,5.9594095626099985,6.093161896932916,5.944548192129674,6.048577785491943,32162800,0.0,0.0
1995-01-22 00:00:00+00:00,6.048580734143679,6.27150140002121,5.974273845517835,6.226917266845703,29357600,0.0,0.0
1995-01-29 00:00:00+00:00,6.2269170749888705,6.316085338592529,6.137748811385211,6.316085338592529,26900400,0.0,0.0
1995-02-05 00:00:00+00:00,6.316085338592529,6.434976356730742,6.18233294318704,6.316085338592529,25417200,0.0,0.0
1995-02-12 00:00:00+00:00,6.316082901921149,6.420112502658674,6.167469186581828,6.345805644989014,35627600,0.0,0.0
1995-02-19 00:00:00+00:00,6.345805131137099,6.524141575103481,6.316082390476035,6.509280204772949,22601200,0.0,0.0
1995-02-26 00:00:00+00:00,6.5092827349292985,6.598450991572166,6.434975854393576,6.553866863250732,24911600,0.0,0.0
1995-03-05 00:00:00+00:00,6.553868558438339,6.761927877753842,6.49442303863391,6.747066497802734,32354800,0.055,0.0
1995-03-12 00:00:00+00:00,6.7739161565068455,7.012644479203122,6.744075116169811,6.952962398529053,34002400,0.0,0.0
1995-03-19 00:00:00+00:00,6.95296066457575,7.087245312604037,6.848517049442638,6.8932785987854,45878800,0.0,0.0
1995-03-26 00:00:00+00:00,6.878360275683012,6.952962881709943,6.714234542423764,6.72915506362915,34454400,0.0,0.0
1995-04-02 00:00:00+00:00,6.729155788015811,7.027566244247112,6.699314742392682,7.012645721435547,26133600,0.0,0.0
1995-04-09 00:00:00+00:00,7.012642357939034,7.027562873594222,6.893278232697518,6.938039779663086,15874000,0.0,0.0
1995-04-16 00:00:00+00:00,6.938039779663086,6.982801326628654,6.818675654421571,6.938039779663086,29983600,0.0,0.0
1995-04-23 00:00:00+00:00,6.938039779663086,6.997721842283844,6.878357717042329,6.938039779663086,23810000,0.0,0.0
1995-04-30 00:00:00+00:00,6.923123223440987,7.1469310862677435,6.863441126687186,7.102169513702393,35646400,0.0,0.0
1995-05-07 00:00:00+00:00,7.102167315402274,7.370736667665384,7.027564717551409,7.042485237121582,38512000,0.0,0.0
1995-05-14 00:00:00+00:00,7.042484267110233,7.07232530214036,6.788835469354144,6.967881679534912,65288000,0.0,0.0
1995-05-21 00:00:00+00:00,6.967884045726848,7.206612407036547,6.952963523144992,7.11708927154541,30913200,0.0,0.0
1995-05-28 00:00:00+00:00,7.117089253921039,7.38565865972938,7.117089253921039,7.266294479370117,22504400,0.0,0.0
1995-06-04 00:00:00+00:00,7.266291202108065,7.281211717923482,7.146927075584729,7.1618475914001465,20632000,0.0,0.0
1995-06-11 00:00:00+00:00,7.161848874751456,7.460259244532767,7.14692835626239,7.445338726043701,33032800,0.055,0.0
1995-06-18 00:00:00+00:00,7.472623644549806,7.891929179714925,7.442673249180869,7.832028388977051,27381600,0.0,0.0
1995-06-25 00:00:00+00:00,7.832029100492889,7.9069050957174865,7.622376313864016,7.6373515129089355,29683200,0.0,0.0
1995-07-02 00:00:00+00:00,7.637352029325463,7.802079229957973,7.562476029037958,7.577451229095459,22058400,0.0,0.0
1995-07-09 00:00:00+00:00,7.607400039404106,7.817052796395558,7.592424842476145,7.652325630187988,25594800,0.0,0.0
1995-07-16 00:00:00+00:00,7.652328136099963,7.832030558082741,7.6074025306042685,7.802080154418945,34802000,0.0,0.0
1995-07-23 00:00:00+00:00,7.80208113247698,8.011733984405344,7.772130725058642,7.906907558441162,19982400,0.0,0.0
1995-07-30 00:00:00+00:00,7.906905046257496,8.041681836818702,7.8020786535987785,7.92188024520874,22502000,0.0,0.0
1995-08-06 00:00:00+00:00,7.9218827621503305,8.041684391823681,7.817056336186148,7.906907558441162,21405600,0.0,0.0
1995-08-13 00:00:00+00:00,7.906905900864374,7.96680670314365,7.502575485479264,7.547501087188721,47310800,0.0,0.0
1995-08-20 00:00:00+00:00,7.547503293946733,7.75715616322303,7.517552884050118,7.727205753326416,33900400,0.0,0.0
1995-08-27 00:00:00+00:00,7.727202800282261,7.77212839795832,7.667302003380848,7.682277202606201,22532800,0.0,0.0
1995-09-03 00:00:00+00:00,7.667301560197692,7.742177551996497,7.592425568398887,7.622375965118408,22726400,0.0,0.0
1995-09-10 00:00:00+00:00,7.637350518976322,8.026705643473154,7.637350518976322,7.981780052185059,39691200,0.055,0.0
1995-09-17 00:00:00+00:00,8.00904856487713,8.48989200592041,7.963969492279323,8.48989200592041,29026000,0.0,0.0
1995-09-24 00:00:00+00:00,8.474861373072086,8.474861373072086,8.15930802407472,8.29454517364502,26537200,0.0,0.0
1995-10-01 00:00:00+00:00,8.29454444912213,8.640150467835552,8.21941270592356,8.504913330078125,25619200,0.0,0.0
1995-10-08 00:00:00+00:00,8.504914978404104,8.685231197027512,8.459835923748253,8.519941329956055,21010800,0.0,0.0
1995-10-15 00:00:00+00:00,8.519942955649578,8.880575461708819,8.474863892392174,8.7002592086792,35691200,0.0,0.0
1995-10-22 00:00:00+00:00,8.700261760132475,8.745340836609845,8.489892736571413,8.610103607177734,37183200,0.0,0.0
1995-10-29 00:00:00+00:00,8.610103719473305,8.74534095066922,8.54999828338623,8.54999828338623,26388000,0.0,0.0
1995-11-05 00:00:00+00:00,8.54999676111228,8.77539210630856,8.459838623033766,8.745339393615723,26896400,0.0,0.0
1995-11-12 00:00:00+00:00,8.745343112945557,9.030844004948934,8.715290387471518,9.015817642211914,32400800,0.0,0.0
1995-11-19 00:00:00+00:00,9.015816153085904,9.241211556913052,8.970737072320475,9.045868873596191,15618800,0.0,0.0
1995-11-26 00:00:00+00:00,9.045868690726683,9.181105930289043,8.94068417106707,9.10973072052002,22695200,0.055,0.0
1995-12-03 00:00:00+00:00,9.136392508342768,9.569664730387888,9.057273233012788,9.46417236328125,26235200,0.0,0.0
1995-12-10 00:00:00+00:00,9.46417579590232,9.690230950263043,9.449105452278271,9.479246139526367,40802000,0.0,0.0
1995-12-17 00:00:00+00:00,9.434036387337578,9.434036387337578,8.514745301670498,8.680519104003906,66020000,0.0,0.0
1995-12-24 00:00:00+00:00,8.680516098484848,9.087415290601326,8.680516098484848,8.9517822265625,27738000,0.0,0.0
1995-12-31 00:00:00+00:00,8.951781095571853,9.162765835198126,8.906570079937653,8.996992111206055,29470800,0.0,0.0
1996-01-07 00:00:00+00:00,8.996992042384196,9.102484411390376,8.695585273795112,8.770936965942383,31208000,0.0,0.0
1996-01-14 00:00:00+00:00,8.770937934238622,9.087415076195686,8.695586233772655,8.84628963470459,31035200,0.0,0.0
1996-01-21 00:00:00+00:00,8.846290975609081,9.072346111272006,8.710657894211328,8.981924057006836,30722800,0.0,0.0
1996-01-28 00:00:00+00:00,8.98192406018046,9.162768168774699,8.936713033031902,9.057275772094727,29238800,0.0,0.0
1996-02-04 00:00:00+00:00,9.057273634187467,9.735438881339608,9.027132956536262,9.59980583190918,40754000,0.0,0.0
1996-02-11 00:00:00+00:00,9.599805106287416,9.916282197703486,9.52445341785502,9.705297470092773,42160000,0.0,0.0
1996-02-18 00:00:00+00:00,9.705299979762026,10.17248056884995,9.62994827184462,10.021777153015137,25514000,0.0,0.0
1996-02-25 00:00:00+00:00,9.991638575514703,10.051919954552497,9.660090990806824,9.901216506958008,36867600,0.0,0.0
1996-03-03 00:00:00+00:00,9.901209702001553,10.172475721234473,9.629943682768635,9.675154685974121,34869200,0.0,0.0
1996-03-10 00:00:00+00:00,9.675151889806921,9.916277170549773,9.629940899667636,9.750503540039062,43499200,0.0625,0.0
1996-03-17 00:00:00+00:00,9.856186703313837,10.218991121840725,9.856186703313837,10.143406867980957,27857200,0.0,0.0
