Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-01 00:00:00+00:00,0.04673299485796028,0.04800534945422771,0.04488212781662197,0.044997796416282654,4646400,0.0,0.0
1962-01-08 00:00:00+00:00,0.0446508055490254,0.04621241689004842,0.043667534752103505,0.04569181799888611,6105600,0.0,0.0
1962-01-15 00:00:00+00:00,0.04557614771224109,0.04557614771224109,0.041990255901729175,0.04349412024021149,7411200,0.0,0.0
1962-01-22 00:00:00+00:00,0.043494101552890164,0.043956775890734434,0.04141189493824034,0.041643232107162476,7603200,0.0,0.0
1962-01-29 00:00:00+00:00,0.04164322441163104,0.04418810224623465,0.041469634196040335,0.04395676776766777,6220800,0.0,0.0
1962-02-05 00:00:00+00:00,0.04395676776766777,0.04395676776766777,0.0431470878260665,0.04395676776766777,2764800,0.0,0.0
1962-02-12 00:00:00+00:00,0.04395677711013799,0.044072443050202345,0.04256857931613922,0.04256857931613922,3456000,0.0,0.0
1962-02-19 00:00:00+00:00,0.04291558545734079,0.04337843455405979,0.042337242513895035,0.042337242513895035,2534400,0.0,0.0
1962-02-26 00:00:00+00:00,0.04233725488828655,0.043378447232772455,0.0416432458009112,0.04268426075577736,22233600,0.0,0.0
1962-03-05 00:00:00+00:00,0.042684259989625585,0.043031443240504445,0.04175891367386566,0.042105916887521744,4224000,0.0,0.0
1962-03-12 00:00:00+00:00,0.04256857489041805,0.04360976681315789,0.04256857489041805,0.04326276108622551,5683200,0.001563,0.0
1962-03-19 00:00:00+00:00,0.043543772725139984,0.04645444335057598,0.043543772725139984,0.04610518366098404,7257600,0.0,0.0
1962-03-26 00:00:00+00:00,0.04610518422191824,0.04645444391575942,0.044242292642593384,0.044242292642593384,5145600,0.0,0.0
1962-04-02 00:00:00+00:00,0.04424232140367135,0.045057258554273005,0.04307794579028812,0.044707998633384705,5606400,0.0,0.0
1962-04-09 00:00:00+00:00,0.04482438946752603,0.04517364916136721,0.04226298116532146,0.044242292642593384,4915200,0.0,0.0
1962-04-16 00:00:00+00:00,0.04424228764125731,0.04494080428517373,0.044009447871684385,0.04488268494606018,4876800,0.0,0.0
1962-04-23 00:00:00+00:00,0.04488271080918927,0.045406509989281724,0.044009473231620695,0.04482441022992134,3686400,0.0,0.0
1962-04-30 00:00:00+00:00,0.04435871168971062,0.044882691855189574,0.042845079742329574,0.04435871168971062,5644800,0.0,0.0
1962-05-07 00:00:00+00:00,0.04435872460739828,0.044707984417229646,0.04040010300298743,0.04074953868985176,7449600,0.0,0.0
1962-05-14 00:00:00+00:00,0.0407495262192864,0.0424958194044186,0.03900305449237235,0.04179730266332626,10636800,0.0,0.0
1962-05-21 00:00:00+00:00,0.04179732571749665,0.041913745682692974,0.03842097884413969,0.03877023607492447,10252800,0.0,0.0
1962-05-28 00:00:00+00:00,0.03871194759711157,0.03946876549404255,0.03259964744168774,0.03865382820367813,19238400,0.0,0.0
1962-06-04 00:00:00+00:00,0.03842095285654068,0.03842095285654068,0.03562670503436612,0.03842095285654068,9600000,0.0,0.0
1962-06-11 00:00:00+00:00,0.038420967076861004,0.03865380693594125,0.035451997722857856,0.037140171974897385,13555200,0.001563,0.0
1962-06-18 00:00:00+00:00,0.03741232431611039,0.0374710520937434,0.03518414497375488,0.03518414497375488,8524800,0.0,0.0
1962-06-25 00:00:00+00:00,0.03518417528621677,0.03647417425782253,0.03383544580204923,0.035887811332941055,15513600,0.0,0.0
1962-07-02 00:00:00+00:00,0.035887785376536266,0.03729505645215391,0.03577051233951302,0.03670869395136833,5145600,0.0,0.0
1962-07-09 00:00:00+00:00,0.03694328141226808,0.038468007083182966,0.03688473341107739,0.037940189242362976,8486400,0.0,0.0
1962-07-16 00:00:00+00:00,0.03794017336048612,0.03823344474173751,0.03723653732895122,0.03805744647979736,4723200,0.0,0.0
1962-07-23 00:00:00+00:00,0.03811616293616204,0.03899561986327171,0.03776416649249795,0.03899561986327171,3033600,0.0,0.0
1962-07-30 00:00:00+00:00,0.03899563591793938,0.04057890921831131,0.038643816495335964,0.04057890921831131,6336000,0.0,0.0
1962-08-06 00:00:00+00:00,0.04057890061379433,0.04063762575476548,0.03881980924244825,0.039054352790117264,3763200,0.0,0.0
1962-08-13 00:00:00+00:00,0.039054357720431074,0.04057890573657066,0.03881981414315273,0.04010981321334839,5414400,0.0,0.0
1962-08-20 00:00:00+00:00,0.040109828004202625,0.040930917388589526,0.040109828004202625,0.04063764587044716,4953600,0.0,0.0
1962-08-27 00:00:00+00:00,0.040637615342648266,0.04081361623885788,0.03905434278366409,0.039933979511260986,2611200,0.0,0.0
1962-09-03 00:00:00+00:00,0.03993396697293102,0.04034433137764246,0.03905433052151936,0.039523422718048096,3302400,0.0,0.0
1962-09-10 00:00:00+00:00,0.039640715420452874,0.04010980516521835,0.03893707946113853,0.03940616920590401,2880000,0.001563,0.0
1962-09-17 00:00:00+00:00,0.03968682160476098,0.04004114659863065,0.037678804248571396,0.037678804248571396,3955200,0.0,0.0
1962-09-24 00:00:00+00:00,0.03761982912676306,0.037737937417636404,0.03673392773138768,0.03708825260400772,4684800,0.0,0.0
1962-10-01 00:00:00+00:00,0.037088252054397225,0.03838761895895004,0.03661581889790482,0.03838761895895004,4531200,0.0,0.0
1962-10-08 00:00:00+00:00,0.03838760672749861,0.039332470035972206,0.037796887042456324,0.03826950117945671,3148800,0.0,0.0
1962-10-15 00:00:00+00:00,0.03826952558641305,0.03862384786340971,0.036379616633109034,0.03655668720602989,7718400,0.0,0.0
1962-10-22 00:00:00+00:00,0.03649771106654404,0.036615819357148485,0.035080235855089834,0.03584802895784378,7488000,0.0,0.0
1962-10-29 00:00:00+00:00,0.03637958781264578,0.0392143584312759,0.03637958781264578,0.03862381726503372,11174400,0.0,0.0
1962-11-05 00:00:00+00:00,0.038564692178810735,0.038564692178810735,0.03791500737480972,0.03838761895895004,3148800,0.0,0.0
1962-11-12 00:00:00+00:00,0.03838762196215904,0.03897816345397484,0.037915010341044525,0.038151226937770844,5145600,0.0,0.0
1962-11-19 00:00:00+00:00,0.038151239687588434,0.038978176480147626,0.036852050674865244,0.03856470808386803,9177600,0.0,0.0
1962-11-26 00:00:00+00:00,0.03856470417422532,0.040749792009592056,0.03850573922514689,0.040749792009592056,7718400,0.001563,0.0
1962-12-03 00:00:00+00:00,0.04081046284829177,0.04134593497504501,0.04021559639473786,0.040929436683654785,6067200,0.0,0.0
1962-12-10 00:00:00+00:00,0.04087002274890278,0.042000360786914825,0.03956113145262872,0.042000360786914825,7104000,0.0,0.0
1962-12-17 00:00:00+00:00,0.042000368652348845,0.04223831625347689,0.04081045091152191,0.04081045091152191,4761600,0.0,0.0
1962-12-24 00:00:00+00:00,0.04081046804648384,0.04092944189700103,0.03997765381612502,0.04057252034544945,3840000,0.0,0.0
1962-12-31 00:00:00+00:00,0.04057251509845245,0.041881407020132745,0.04021559631632055,0.04164345934987068,3686400,0.0,0.0
