Date,Close,Open,High,Low,Volume
2012-02-06 00:00:00+00:00,447.47,449.38,449.38,441.6,13467070
2012-02-07 00:00:00+00:00,449.31,448.37,450.13,443.38,17261070
2012-02-08 00:00:00+00:00,460.98,452.13,460.98,450.0,20406280
2012-02-09 00:00:00+00:00,464.73,467.18,467.18,461.49,20379320
2012-02-10 00:00:00+00:00,458.23,464.25,464.25,456.52,20816360
2012-02-13 00:00:00+00:00,446.23,457.37,457.37,446.23,13169260
2012-02-14 00:00:00+00:00,450.22,447.79,450.22,447.79,12913010
2012-02-15 00:00:00+00:00,446.08,445.37,446.08,443.1,12467930
2012-02-16 00:00:00+00:00,443.54,439.63,445.37,439.63,16595430
2012-02-17 00:00:00+00:00,451.22,451.22,451.22,451.22,13335610
2012-02-20 00:00:00+00:00,465.44,459.4,465.44,459.17,18064580
2012-02-21 00:00:00+00:00,462.27,465.01,465.01,462.27,25524870
2012-02-22 00:00:00+00:00,470.97,460.85,470.97,460.85,19632000
2012-02-23 00:00:00+00:00,476.4,471.09,476.4,467.88,25663390
2012-02-24 00:00:00+00:00,477.77,478.71,483.72,476.78,26683352
2012-02-27 00:00:00+00:00,485.85,477.83,485.81,477.83,23089780
2012-02-28 00:00:00+00:00,480.89,487.72,489.94,479.53,29995432
2012-02-29 00:00:00+00:00,485.18,479.93,483.19,478.85,28501672
2012-03-01 00:00:00+00:00,491.01,488.36,488.36,485.55,22342000
2012-03-02 00:00:00+00:00,503.54,495.69,503.74,495.45,26665530
2012-03-06 00:00:00+00:00,508.41,534.73,538.98,507.2,45858720
2012-03-07 00:00:00+00:00,505.9,500.2,506.49,494.59,36337800
2012-03-08 00:00:00+00:00,489.05,495.63,503.39,494.47,28423440
2012-03-09 00:00:00+00:00,487.03,485.0,485.0,485.0,8180280
2012-03-13 00:00:00+00:00,486.42,485.49,490.9,482.87,21389800
2012-03-14 00:00:00+00:00,491.23,493.22,493.22,489.36,21343890
2012-03-15 00:00:00+00:00,502.82,489.49,502.82,486.57,38683080
2012-03-19 00:00:00+00:00,497.22,498.03,500.61,496.82,19375210
2012-03-20 00:00:00+00:00,501.29,494.24,500.77,494.24,20306320
2012-03-21 00:00:00+00:00,506.8,505.63,512.9,504.76,34696072
2012-03-22 00:00:00+00:00,505.54,503.84,509.78,503.84,24700500
2012-03-23 00:00:00+00:00,512.84,508.04,511.28,507.97,26117150
2012-03-26 00:00:00+00:00,517.27,517.61,518.09,509.49,28753200
2012-03-27 00:00:00+00:00,502.41,514.7,515.73,502.41,33826440
2012-03-28 00:00:00+00:00,504.54,499.74,505.33,493.89,20095550
2012-03-29 00:00:00+00:00,498.48,507.21,507.59,502.54,23528960
2012-03-30 00:00:00+00:00,500.07,501.93,503.36,496.99,19134730
2012-04-03 00:00:00+00:00,505.77,499.97,506.73,499.65,16311769
2012-04-04 00:00:00+00:00,500.28,507.11,507.78,500.28,15528440
2012-04-05 00:00:00+00:00,507.35,499.29,508.26,498.44,22504320
2012-04-06 00:00:00+00:00,511.51,510.45,515.13,509.25,29506930
2012-04-09 00:00:00+00:00,515.64,516.64,517.75,513.8,22525740
2012-04-10 00:00:00+00:00,517.4,516.42,521.09,514.56,27702170
2012-04-11 00:00:00+00:00,527.63,523.17,527.63,519.55,31311992
2012-04-12 00:00:00+00:00,537.28,531.24,540.43,530.07,35158140
2012-04-13 00:00:00+00:00,532.3,540.29,540.68,532.3,39331784
2012-04-16 00:00:00+00:00,539.17,533.23,535.33,530.48,28106250
2012-04-17 00:00:00+00:00,544.13,542.21,546.98,538.91,32161552
2012-04-18 00:00:00+00:00,541.6,544.76,551.52,540.85,37950776
2012-04-19 00:00:00+00:00,533.68,539.07,542.43,532.9,29899980
2012-04-20 00:00:00+00:00,533.74,535.44,539.82,533.37,21762350
2012-04-23 00:00:00+00:00,533.6,535.39,538.98,533.5,16134950
2012-04-24 00:00:00+00:00,534.89,534.82,536.0,528.69,18822088
2012-04-25 00:00:00+00:00,542.78,541.69,543.73,540.02,24328170
2012-04-26 00:00:00+00:00,538.1,542.53,544.68,538.06,22637172
2012-04-27 00:00:00+00:00,541.2,541.77,542.85,538.19,18517320
2012-05-02 00:00:00+00:00,539.72,544.13,545.52,537.51,24514390
2012-05-03 00:00:00+00:00,536.1,539.04,541.83,532.05,24058932
2012-05-04 00:00:00+00:00,542.5,536.81,545.21,536.81,27040280
2012-05-07 00:00:00+00:00,552.3,547.61,552.54,546.4,27745500
2012-05-08 00:00:00+00:00,557.02,554.29,561.45,552.53,38157828
2012-05-09 00:00:00+00:00,557.35,557.2,560.55,554.42,26645270
2012-05-10 00:00:00+00:00,554.74,559.31,561.53,551.62,32479070
2012-05-11 00:00:00+00:00,547.94,554.92,557.15,547.87,24157180
2012-05-14 00:00:00+00:00,536.35,546.27,549.75,536.25,29196102
2012-05-15 00:00:00+00:00,522.9,533.01,535.84,522.9,30385460
2012-05-16 00:00:00+00:00,519.7,522.7,527.27,516.04,24856130
2012-05-17 00:00:00+00:00,513.46,519.78,524.08,513.46,19892170
2012-05-18 00:00:00+00:00,504.61,510.7,510.7,500.21,29219270
2012-05-21 00:00:00+00:00,518.86,507.94,518.93,507.94,15988150
2012-05-22 00:00:00+00:00,516.86,520.69,523.83,515.12,18684968
2012-05-23 00:00:00+00:00,508.45,514.66,514.66,508.35,18270992
2012-05-24 00:00:00+00:00,501.58,504.2,509.76,499.93,18293420
