Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00+07:00,24267.7734375,24961.138671875,24198.435546875,24614.455078125,20385368,0.0,0.0
2021-01-05 00:00:00+07:00,24545.119140625,24926.46875,24406.4453125,24545.119140625,13290547,0.0,0.0
2021-01-06 00:00:00+07:00,24961.138671875,26243.86328125,24753.12890625,26243.86328125,23061303,0.0,0.0
2021-01-07 00:00:00+07:00,26694.55078125,27491.919921875,26625.212890625,26937.228515625,16214548,0.0,0.0
2021-01-08 00:00:00+07:00,27387.9140625,27387.9140625,26694.55078125,26833.22265625,12086131,0.0,0.0
2021-01-11 00:00:00+07:00,26971.896484375,27457.251953125,26763.88671875,26833.22265625,15872881,0.0,0.0
2021-01-12 00:00:00+07:00,26833.22265625,26971.896484375,26417.203125,26694.55078125,13202571,0.0,0.0
2021-01-13 00:00:00+07:00,26798.5546875,27353.24609375,26694.55078125,26798.5546875,13206465,0.0,0.0
2021-01-14 00:00:00+07:00,27041.232421875,27283.91015625,26694.55078125,27145.236328125,11935561,0.0,0.0
2021-01-15 00:00:00+07:00,27387.9140625,27803.93359375,27249.2421875,27387.9140625,16328774,0.0,0.0
2021-01-18 00:00:00+07:00,27457.251953125,27630.591796875,26763.88671875,26763.88671875,10513943,0.0,0.0
2021-01-19 00:00:00+07:00,26694.55078125,26763.88671875,24891.80078125,24891.80078125,22924146,0.0,0.0
2021-01-20 00:00:00+07:00,24961.138671875,25238.484375,23435.734375,24718.4609375,17342526,0.0,0.0
2021-01-21 00:00:00+07:00,25030.474609375,25654.501953125,24614.455078125,25654.501953125,11781529,0.0,0.0
2021-01-22 00:00:00+07:00,25619.833984375,26555.876953125,25446.4921875,26070.521484375,16428865,0.0,0.0
2021-01-25 00:00:00+07:00,25862.51171875,26035.853515625,25307.8203125,25515.830078125,10252176,0.0,0.0
2021-01-26 00:00:00+07:00,25307.8203125,25342.48828125,23921.08984375,23921.08984375,12065651,0.0,0.0
2021-01-27 00:00:00+07:00,23713.080078125,24371.77734375,22534.361328125,22603.697265625,13765189,0.0,0.0
2021-01-28 00:00:00+07:00,21320.97265625,22118.341796875,21043.625,21043.625,19362674,0.0,0.0
2021-01-29 00:00:00+07:00,19968.91015625,22465.0234375,19968.91015625,21147.630859375,22519742,0.0,0.0
2021-02-01 00:00:00+07:00,22049.005859375,22603.697265625,21840.99609375,22187.677734375,17819764,0.0,0.0
2021-02-02 00:00:00+07:00,22049.005859375,23574.408203125,21979.66796875,23505.072265625,11410296,0.0,0.0
2021-02-03 00:00:00+07:00,23921.08984375,24441.11328125,23574.408203125,24198.435546875,14593757,0.0,0.0
2021-02-04 00:00:00+07:00,24129.099609375,24302.44140625,23747.75,24059.763671875,13626589,0.0,0.0
2021-02-05 00:00:00+07:00,24233.10546875,24822.46484375,24094.431640625,24822.46484375,12462268,0.0,0.0
2021-02-08 00:00:00+07:00,24961.138671875,25030.474609375,23505.072265625,23609.076171875,18526030,0.0,0.0
2021-02-09 00:00:00+07:00,23886.421875,24579.787109375,23574.408203125,24545.119140625,11894024,0.0,0.0
2021-02-17 00:00:00+07:00,25238.484375,25515.830078125,24857.1328125,25515.830078125,15016622,0.0,0.0
2021-02-18 00:00:00+07:00,25446.4921875,25689.169921875,25169.146484375,25515.830078125,15410787,0.0,0.0
2021-02-19 00:00:00+07:00,25169.146484375,26001.185546875,25030.474609375,25654.501953125,17747219,0.0,0.0
2021-02-22 00:00:00+07:00,25654.501953125,26382.53515625,25515.830078125,25654.501953125,16369301,0.0,0.0
2021-02-23 00:00:00+07:00,25723.83984375,26070.521484375,25654.501953125,25689.169921875,12320062,0.0,0.0
2021-02-24 00:00:00+07:00,25966.517578125,26451.873046875,25689.169921875,26001.185546875,20672518,0.0,0.0
2021-02-25 00:00:00+07:00,26209.1953125,26278.53125,25689.169921875,25862.51171875,12389290,0.0,0.0
2021-02-26 00:00:00+07:00,25481.162109375,25897.1796875,25307.8203125,25827.84375,13046519,0.0,0.0
2021-03-01 00:00:00+07:00,26209.1953125,26486.541015625,26070.521484375,26417.203125,20244749,0.0,0.0
2021-03-02 00:00:00+07:00,26694.55078125,26763.88671875,26347.8671875,26347.8671875,10614034,0.0,0.0
2021-03-03 00:00:00+07:00,26625.212890625,26902.55859375,26555.876953125,26763.88671875,18971683,0.0,0.0
2021-03-04 00:00:00+07:00,27041.232421875,27041.232421875,26001.185546875,26555.876953125,15185076,0.0,0.0
2021-03-05 00:00:00+07:00,26417.203125,26659.880859375,26001.185546875,26347.8671875,14647985,0.0,0.0
2021-03-08 00:00:00+07:00,26625.212890625,26763.88671875,26035.853515625,26278.53125,10968105,0.0,0.0
2021-03-09 00:00:00+07:00,26278.53125,26278.53125,25723.83984375,25793.17578125,14706396,0.0,0.0
2021-03-10 00:00:00+07:00,25827.84375,26209.1953125,25689.169921875,26035.853515625,10800228,0.0,0.0
2021-03-11 00:00:00+07:00,26313.19921875,26659.880859375,26209.1953125,26486.541015625,11060986,0.0,0.0
2021-03-12 00:00:00+07:00,26590.544921875,26694.55078125,26313.19921875,26313.19921875,10370440,0.0,0.0
2021-03-15 00:00:00+07:00,26347.8671875,26486.541015625,26174.525390625,26347.8671875,9867963,0.0,0.0
2021-03-16 00:00:00+07:00,26451.873046875,26486.541015625,26105.189453125,26139.857421875,10400872,0.0,0.0
2021-03-17 00:00:00+07:00,26174.525390625,27457.251953125,26070.521484375,27422.583984375,34395883,0.0,0.0
2021-03-18 00:00:00+07:00,28566.634765625,28739.9765625,27873.26953125,28081.279296875,23273458,0.0,0.0
2021-03-19 00:00:00+07:00,27977.275390625,28358.625,27942.607421875,28046.611328125,12384819,0.0,0.0
2021-03-22 00:00:00+07:00,28393.294921875,28947.986328125,28081.279296875,28497.298828125,29886281,0.0,0.0
2021-03-23 00:00:00+07:00,28566.634765625,28601.302734375,27873.26953125,28081.279296875,21128699,0.0,0.0
2021-03-24 00:00:00+07:00,27734.59765625,28046.611328125,26971.896484375,27041.232421875,27003527,0.0,0.0
2021-03-25 00:00:00+07:00,27387.9140625,27838.6015625,26971.896484375,27318.578125,21163602,0.0,0.0
2021-03-26 00:00:00+07:00,27249.2421875,27595.923828125,26209.1953125,27075.900390625,23497582,0.0,0.0
2021-03-29 00:00:00+07:00,27457.251953125,27769.265625,27249.2421875,27734.59765625,17147967,0.0,0.0
2021-03-30 00:00:00+07:00,27942.607421875,28289.2890625,27630.591796875,28011.943359375,16606838,0.0,0.0
2021-03-31 00:00:00+07:00,28011.943359375,28323.95703125,27734.59765625,27838.6015625,17799572,0.0,0.0
2021-04-01 00:00:00+07:00,27942.607421875,28670.640625,27942.607421875,28462.630859375,27046074,0.0,0.0
2021-04-02 00:00:00+07:00,28774.64453125,28809.3125,28427.962890625,28635.97265625,17746497,0.0,0.0
2021-04-05 00:00:00+07:00,29121.328125,29329.3359375,28774.64453125,29121.328125,23387395,0.0,0.0
2021-04-06 00:00:00+07:00,29086.658203125,30196.04296875,28843.98046875,29814.69140625,32570293,0.0,0.0
2021-04-07 00:00:00+07:00,29814.69140625,30369.384765625,29676.01953125,29814.69140625,17864617,0.0,0.0
2021-04-08 00:00:00+07:00,29814.69140625,30022.701171875,29537.345703125,29537.345703125,16805147,0.0,0.0
2021-04-09 00:00:00+07:00,29468.009765625,29606.68359375,29329.3359375,29468.009765625,21562381,0.0,0.0
2021-04-12 00:00:00+07:00,29537.345703125,30022.701171875,29433.341796875,29953.365234375,19570068,0.0,0.0
2021-04-13 00:00:00+07:00,30161.375,30161.375,29121.328125,29155.99609375,25601957,0.0,0.0
2021-04-14 00:00:00+07:00,29051.990234375,29814.69140625,28774.64453125,29641.3515625,20701651,0.0,0.0
2021-04-15 00:00:00+07:00,29745.35546875,29814.69140625,29121.328125,29260.0,20226432,0.0,0.0
2021-04-16 00:00:00+07:00,29398.673828125,29953.365234375,28289.2890625,29121.328125,30989164,0.0,0.0
2021-04-19 00:00:00+07:00,29260.0,29468.009765625,28635.97265625,29468.009765625,24708488,0.0,0.0
2021-04-20 00:00:00+07:00,29572.013671875,29918.697265625,28774.64453125,29121.328125,34653612,0.0,0.0
2021-04-22 00:00:00+07:00,28947.986328125,29086.658203125,27145.236328125,27145.236328125,30905080,0.0,0.0
2021-04-23 00:00:00+07:00,27353.24609375,28705.30859375,27041.232421875,28635.97265625,25612341,0.0,0.0
2021-04-26 00:00:00+07:00,28635.97265625,28635.97265625,27491.919921875,27526.587890625,19094705,0.0,0.0
2021-04-27 00:00:00+07:00,27422.583984375,27803.93359375,27249.2421875,27491.919921875,10329047,0.0,0.0
2021-04-28 00:00:00+07:00,27457.251953125,28046.611328125,27422.583984375,27561.255859375,11518464,0.0,0.0
2021-04-29 00:00:00+07:00,27734.59765625,28323.95703125,27561.255859375,28289.2890625,20568388,0.0,0.0
2021-05-04 00:00:00+07:00,27769.265625,29814.69140625,27769.265625,29814.69140625,36695971,0.0,0.0
2021-05-05 00:00:00+07:00,30230.7109375,30785.40234375,30057.369140625,30057.369140625,32509430,0.0,0.0
2021-05-06 00:00:00+07:00,29814.69140625,30300.046875,29606.68359375,29745.35546875,28861135,0.0,0.0
2021-05-07 00:00:00+07:00,29502.677734375,30438.720703125,29329.3359375,30369.384765625,37264358,0.0,0.0
2021-05-10 00:00:00+07:00,31201.421875,31270.7578125,30854.740234375,31062.75,36324017,0.0,0.0
2021-05-11 00:00:00+07:00,31028.080078125,31132.0859375,30646.73046875,30646.73046875,22668869,0.0,0.0
2021-05-12 00:00:00+07:00,30438.720703125,31201.421875,30404.052734375,31201.421875,28993101,0.0,0.0
2021-05-13 00:00:00+07:00,30993.412109375,32692.15625,30958.744140625,32241.46875,50488779,0.0,0.0
2021-05-14 00:00:00+07:00,32588.15234375,32900.16796875,32345.474609375,32588.15234375,25026647,0.0,0.0
2021-05-17 00:00:00+07:00,32622.8203125,33004.171875,32172.1328125,32414.810546875,24554601,0.0,0.0
2021-05-18 00:00:00+07:00,32345.474609375,32553.484375,32033.4609375,32276.138671875,26181882,0.0,0.0
2021-05-19 00:00:00+07:00,32449.478515625,33454.859375,32241.46875,33281.515625,28153715,0.0,0.0
2021-05-20 00:00:00+07:00,33732.203125,33905.546875,33316.18359375,33905.546875,20647855,0.0,0.0
2021-05-21 00:00:00+07:00,33905.546875,34182.890625,33420.19140625,33454.859375,23036930,0.0,0.0
2021-05-24 00:00:00+07:00,33836.20703125,35777.62890625,33697.53515625,35500.28515625,44821851,0.0,0.0
