trade_date,close,open,high,low,volume
20050919,274.81,270.07,274.81,270.07,1879960
20050920,285.99,284.55,285.99,284.55,2410800
20050921,276.61,288.46,288.46,276.61,1738380
20050922,280.4,277.78,280.4,277.78,2775009
20050923,278.35,281.28,281.28,278.35,961590
20050926,277.54,278.84,278.84,277.54,4085590
20050927,276.49,277.18,277.18,276.49,2207101
20050928,275.63,275.62,275.63,275.62,2183490
20050929,275.95,275.97,275.97,275.95,762590
20050930,289.33,289.18,289.33,289.18,1505870
20051003,286.0,289.95,289.95,286.0,1641820
20051004,283.86,285.55,285.55,283.86,0
20051005,286.34,285.01,286.34,285.01,1373515
20051006,288.14,286.96,288.14,286.96,1578280
20051007,291.3,289.68,291.3,289.68,3129880
20051010,292.11,292.45,292.45,292.11,784170
20051011,291.34,291.98,291.98,291.34,2436020
20051012,292.35,291.88,292.35,291.88,2265060
20051013,298.74,296.59,298.74,296.59,2781340
20051014,304.1,302.7,304.1,302.7,1479740
20051017,310.2,310.01,310.2,310.01,3345250
20051018,307.09,311.39,311.39,307.09,2542680
20051019,306.46,305.19,306.46,305.19,4040980
20051020,307.05,307.71,307.71,307.05,3234620
20051021,306.72,307.27,307.27,306.72,2306144
20051024,306.9,306.57,306.9,306.57,7043271
20051025,305.11,306.28,306.28,305.11,2704820
20051026,300.53,302.14,302.14,300.53,2365889
20051027,300.98,297.95,300.98,297.95,1484620
20051028,305.38,305.4,305.4,305.38,2283582
20051031,307.4,307.31,307.4,307.31,2721480
20051101,310.51,310.34,310.51,310.34,1585139
20051102,315.56,314.6,315.56,314.6,2552870
20051103,322.52,321.99,322.52,321.99,1807460
20051104,321.15,325.25,325.25,321.15,1148700
20051107,322.59,321.52,322.59,321.52,1715190
20051108,321.35,322.81,322.81,321.35,1918060
20051109,320.56,321.32,321.32,320.56,1653510
20051110,319.13,320.81,320.81,319.13,5401611
20051111,317.73,318.52,318.52,317.73,851530
20051114,317.83,317.77,317.83,317.77,2844260
20051115,317.06,318.47,318.47,317.06,1176597
20051116,315.9,316.16,316.16,315.9,561920
20051117,313.91,314.85,314.85,313.91,1104140
20051118,312.5,312.58,312.58,312.5,738710
20051121,311.8,312.72,312.72,311.8,2482280
20051122,308.53,310.84,310.84,308.53,1112870
20051123,305.5,307.78,307.78,305.5,2872230
20051124,301.78,301.82,301.82,301.78,1590060
20051125,309.47,306.53,309.47,306.53,1017990
20051128,308.18,310.42,310.42,308.18,1763519
20051129,307.77,306.19,307.77,306.19,870220
20051130,311.33,309.16,311.33,309.16,1142828
20051201,312.09,311.22,312.09,311.22,886080
20051202,312.43,313.01,313.01,312.43,616140
20051205,312.86,312.53,312.86,312.53,795000
20051206,312.29,312.43,312.43,312.29,433570
20051207,312.31,312.4,312.4,312.31,2646220
20051208,313.09,312.83,313.09,312.83,3370820
20051209,315.79,314.24,315.79,314.24,1503700
20051212,316.88,317.75,317.75,316.88,804642
20051213,316.73,316.8,316.8,316.73,777500
20051214,314.94,316.55,316.55,314.94,4321592
20051215,314.08,315.47,315.47,314.08,866580
20051216,314.49,314.57,314.57,314.49,556800
20051219,311.6,314.22,314.22,311.6,924178
20051220,311.83,313.66,313.66,311.83,1086280
20051221,310.64,310.68,310.68,310.64,0
20051222,309.96,308.43,309.96,308.43,478530
20051223,309.14,309.67,309.67,309.14,894660
20051226,309.26,309.56,309.56,309.26,836960
20051227,308.42,309.7,309.7,308.42,1439980
20051228,307.32,307.59,307.59,307.32,1272660
20051229,308.8,306.6,308.8,306.6,3171890
20051230,307.5,310.46,310.46,307.5,729860
20060103,305.28,306.86,306.86,305.28,322070
20060104,305.09,305.3,305.3,305.09,2084800
20060105,306.71,305.59,306.71,305.59,1091325
20060106,307.5,307.47,307.5,307.47,1141120
20060109,306.31,307.76,307.76,306.31,2752682
20060110,306.35,306.75,306.75,306.35,1587670
20060111,304.96,305.82,305.82,304.96,1162280
20060112,304.23,304.3,304.3,304.23,1237780
20060113,306.83,305.82,306.83,305.82,2629620
20060117,308.94,307.79,308.94,307.79,1007090
20060118,310.38,309.9,310.38,309.9,1033170
20060119,310.52,310.64,310.64,310.52,1263170
20060120,313.38,316.64,316.64,313.38,712597
20060123,308.31,313.49,313.49,308.31,1019100
20060124,306.84,308.21,308.21,306.84,487410
20060125,310.86,307.06,310.86,307.06,1045100
20060126,313.3,312.92,313.3,312.92,690130
20060127,312.32,312.29,312.32,312.29,375340
20060206,313.14,314.03,314.03,313.14,1393060
20060207,318.95,317.43,318.95,317.43,1037110
20060208,325.0,324.28,325.0,324.28,1262890
20060209,325.54,325.3,325.54,325.3,1420760
20060210,325.17,322.57,325.17,322.57,1379630
20060213,324.46,324.69,324.69,324.46,1015700
20060214,325.59,324.61,325.59,324.61,1530315
20060215,327.67,327.1,327.67,327.1,1409350
20060216,331.06,330.8,331.06,330.8,1734548
20060217,339.83,335.27,339.83,335.27,1546490
20060220,353.96,351.45,353.96,351.45,1754430
20060221,366.46,366.72,366.72,366.46,2065250
20060222,364.44,373.28,373.28,364.44,2245670
20060223,368.93,367.91,368.93,367.91,1527620
20060224,373.5,373.31,373.5,373.31,1800600
20060227,379.57,377.4,379.57,377.4,2128210
20060228,390.65,383.19,390.65,383.19,1799310
20060301,401.9,402.15,402.15,401.9,1774230
20060302,412.82,409.77,412.82,409.77,745230
20060303,397.95,415.56,415.56,397.95,3618350
20060306,409.76,401.36,409.76,401.36,2253280
20060307,413.33,413.05,413.33,413.05,890490
20060308,409.28,412.98,412.98,409.28,2020010
20060309,412.12,413.2,413.2,412.12,1525430
20060310,414.36,415.45,415.45,414.36,1767790
20060313,424.46,422.97,424.46,422.97,2060760
20060314,432.21,431.1,432.21,431.1,2059380
20060315,427.59,435.41,435.41,427.59,752050
20060316,432.86,434.56,434.56,432.86,2093300
20060317,443.19,436.59,443.19,436.59,2043360
20060320,453.48,450.15,453.48,450.15,2145030
20060321,462.69,461.56,462.69,461.56,2175570
20060322,459.36,468.73,468.73,459.36,1262310
20060323,459.42,460.21,460.21,459.42,2191970
20060324,456.06,457.94,457.94,456.06,1876630
20060327,463.0,460.46,463.0,460.46,2077880
20060328,466.47,467.6,467.6,466.47,2138920
20060329,474.79,471.41,474.79,471.41,1042120
20060330,493.41,492.08,493.41,492.08,1013310
20060331,503.56,507.1,507.1,503.56,2240400
20060403,523.32,520.53,523.32,520.53,1084730
20060404,505.42,536.3,536.3,505.42,1216810
20060405,521.12,517.5,521.12,517.5,1199480
20060406,532.69,533.87,533.87,532.69,1410590
20060407,544.71,540.94,544.71,540.94,1175770
20060410,540.36,551.26,551.26,540.36,6222716
20060411,528.63,536.49,536.49,528.63,5516490
20060412,539.23,534.3,539.23,534.3,0
20060413,551.6,546.81,551.6,546.81,975470
20060414,555.15,558.38,558.38,555.15,954670
20060417,561.09,561.32,561.32,561.09,1037810
20060418,570.94,569.17,570.94,569.17,1090580
20060419,571.16,576.11,576.11,571.16,1163290
20060420,569.79,571.63,571.63,569.79,1666230
20060421,591.39,587.46,591.39,587.46,1749010
20060424,615.14,612.8,615.14,612.8,1215300
20060425,632.69,638.86,638.86,632.69,3766730
20060426,621.53,625.28,625.28,621.53,4274170
20060427,594.02,617.47,617.47,594.02,8291350
20060428,595.48,584.08,595.48,584.08,4498880
20060503,612.11,611.72,612.11,611.72,2701410
20060504,601.34,609.52,609.52,601.34,4262720
20060505,593.89,602.59,602.59,593.89,5488960
20060508,574.25,586.46,586.46,574.25,3244620
20060509,546.4,547.33,547.33,546.4,3677509
20060510,520.82,521.12,521.12,520.82,5272590
20060511,542.95,535.47,542.95,535.47,6005260
20060512,566.76,567.69,567.69,566.76,3506090
20060515,590.25,590.04,590.25,590.04,6708760
20060516,564.52,577.19,577.19,564.52,3951320
20060517,575.54,576.25,576.25,575.54,8072330
20060518,566.11,568.81,568.81,566.11,5891121
20060519,562.33,557.28,562.33,557.28,3288910
20060522,553.37,558.15,558.15,553.37,4906590
20060523,538.6,540.56,540.56,538.6,2842020
20060524,559.55,546.21,559.55,546.21,4074530
20060525,543.41,551.57,551.57,543.41,5343031
20060526,545.39,543.67,545.39,543.67,1575850
20060529,537.3,540.56,540.56,537.3,2756070
20060530,526.01,526.15,526.15,526.01,2225740
20060531,538.91,531.22,538.91,531.22,4004024
20060601,535.18,538.55,538.55,535.18,3589752
20060602,540.23,538.37,540.23,538.37,1593260
20060605,551.26,548.91,551.26,548.91,2223290
20060606,551.79,557.35,557.35,551.79,2253738
20060607,544.55,546.2,546.2,544.55,2161170
20060608,548.19,544.41,548.19,544.41,2806987
20060609,548.79,549.61,549.61,548.79,1915080
20060612,545.98,546.95,546.95,545.98,3361309
20060613,543.9,546.2,546.2,543.9,1637250
20060614,540.96,543.53,543.53,540.96,3513440
20060615,537.48,539.08,539.08,537.48,4017410
20060616,523.7,529.31,529.31,523.63,1214560
20060619,519.47,522.33,522.55,519.47,1865810
20060620,505.94,517.1,517.1,505.94,1202710
20060621,487.86,495.09,495.09,487.86,1982720
20060622,510.15,502.82,510.15,502.82,5409438
20060623,510.62,516.59,516.59,505.8,1254370
20060626,502.94,504.11,506.59,502.94,3225260
20060627,501.56,498.54,501.56,497.79,7058440
20060628,506.46,502.51,506.46,502.51,3388690
20060629,512.29,506.31,512.29,506.27,1577838
20060630,515.59,513.17,515.59,509.23,2535580
20060703,507.31,509.78,510.26,507.31,2056242
20060704,500.49,503.57,503.57,500.49,1648090
20060705,499.8,497.95,500.05,497.95,1859320
20060706,505.26,498.07,505.26,498.07,897480
20060707,508.31,506.18,508.31,506.18,1276300
20060710,504.98,509.1,509.1,504.98,1131020
20060711,504.0,505.77,506.54,504.0,1211580
20060712,502.08,504.8,504.8,502.08,2038260
20060713,509.15,506.45,509.15,506.45,5888460
20060714,506.1,511.99,511.99,506.1,2071685
20060717,494.31,498.22,498.22,494.31,2138360
20060718,484.13,489.23,489.23,484.13,2520000
20060719,466.19,477.13,477.13,466.19,3231870
20060720,485.57,458.54,485.57,458.54,7328600
20060721,472.86,482.45,482.45,472.86,2100550
20060724,460.68,466.6,466.6,460.68,3216810
20060725,439.66,449.94,449.94,439.66,3220751
20060726,434.24,431.06,438.07,431.06,2872110
20060727,441.27,435.13,441.27,435.13,1645760
20060728,439.57,445.1,445.1,439.57,1845940
20060731,422.41,431.47,431.47,422.41,6102355
20060801,404.87,409.67,409.67,404.87,3190564
20060802,399.8,388.82,399.8,388.82,4266790
20060803,417.73,411.86,417.73,411.86,3214730
20060804,435.5,436.12,436.12,435.5,1950710
20060807,423.49,439.95,439.95,423.49,2556420
20060808,433.4,426.02,434.31,426.02,1548130
20060809,430.25,430.97,433.86,430.25,3981958
20060810,432.4,429.18,432.4,429.18,2653270
20060811,443.45,436.68,443.45,436.68,3709680
20060814,464.55,458.97,464.55,458.97,3909239
20060815,460.34,468.26,468.26,460.07,4300860
20060816,476.24,467.94,476.24,467.94,6505909
20060817,483.32,488.78,488.78,483.32,6261070
20060818,482.31,486.0,486.0,482.31,4116620
20060821,482.19,485.18,485.18,482.19,9757670
20060822,470.12,474.55,474.55,470.12,3866098
20060823,478.39,466.97,478.39,466.97,4680056
20060824,479.03,480.75,481.2,479.03,4494350
20060825,477.43,478.1,478.1,476.89,1505150
20060828,483.06,477.45,483.06,477.45,8549670
20060829,488.63,485.62,488.63,485.62,4591680
20060830,492.77,492.95,493.25,492.77,3573660
20060831,491.18,492.53,492.53,490.23,4637460
20060901,498.21,494.75,498.21,494.75,4948350
20060905,515.66,509.87,515.66,509.87,8026263
20060906,517.61,526.87,526.87,517.61,4555250
20060907,511.21,514.77,514.77,511.21,5161370
20060908,513.04,511.45,513.04,511.21,3249660
20060911,511.55,514.87,514.87,511.55,2757180
20060912,500.82,506.11,506.11,500.82,4105450
20060913,510.66,500.42,511.14,500.42,4370976
20060914,505.17,508.97,508.97,505.17,4002250
20060915,509.32,508.29,509.32,508.27,2729910
20060918,510.08,511.1,511.1,509.0,4976000
20060919,515.08,514.03,515.08,514.03,7631740
20060920,514.48,519.54,519.54,514.48,4874070
20060921,513.37,515.81,515.81,513.32,2678150
20060922,513.75,511.61,513.75,511.61,3737513
20060925,515.09,514.51,515.09,514.25,2252320
20060926,520.05,516.81,520.05,516.81,5011546
20060927,520.42,522.21,522.21,520.42,2878680
20060928,527.74,522.18,527.74,522.18,10770191
20060929,526.73,531.88,531.88,526.73,5197600
20061002,531.68,529.57,531.68,529.57,8315210
20061003,537.87,538.09,538.09,536.47,3276410
20061004,541.91,545.55,545.55,541.91,4290176
20061005,534.73,542.82,542.82,534.73,5023370
20061006,536.48,532.93,536.48,532.93,2015340
20061009,535.13,537.52,537.52,535.13,4830538
20061010,527.18,531.97,531.97,527.18,3389080
20061011,524.67,524.73,525.0,524.67,3370508
20061012,525.22,527.16,527.16,525.22,6783506
20061013,525.93,524.98,526.12,524.98,2243040
20061016,526.34,527.01,527.01,526.34,7749450
20061017,518.71,523.28,523.28,518.71,3263810
20061018,518.58,517.93,518.58,517.88,5656710
20061019,524.59,522.69,524.59,522.49,7273092
20061020,528.42,527.91,528.42,527.91,5782580
20061023,525.92,526.05,526.05,525.92,5814150
20061024,525.75,526.08,526.08,525.75,4212661
20061025,524.25,525.02,525.39,524.25,2995360
20061026,524.99,524.59,524.99,524.35,4661360
20061027,521.04,520.71,521.23,520.71,3348620
20061030,512.4,518.01,518.01,512.4,1886080
20061031,511.54,505.23,511.54,505.23,2734070
20061101,521.38,516.8,521.38,516.8,3041750
20061102,516.95,523.1,523.1,516.95,2655390
20061103,513.74,514.11,514.11,513.74,1195480
20061106,517.11,513.89,517.11,513.89,6305430
20061107,520.03,519.74,520.48,519.74,2460570
20061108,525.99,524.28,525.99,524.28,4483610
20061109,531.69,530.14,531.69,530.14,2681030
20061110,530.81,537.43,537.43,530.81,6616580
20061113,537.28,534.04,537.28,534.04,7176740
20061114,555.77,549.44,555.77,549.44,6459440
20061115,563.09,570.63,570.63,563.09,7485270
20061116,559.83,556.42,559.83,556.42,8492989
20061117,573.79,563.12,573.79,563.12,7179170
20061120,584.26,590.07,590.07,584.26,6075505
20061121,598.22,596.23,599.01,596.23,7160159
20061122,610.16,609.46,610.16,607.93,5325750
20061123,636.95,632.53,637.2,632.53,9420844
20061124,665.53,666.04,666.26,665.53,9539028
20061127,640.15,687.72,687.72,640.15,8580720
20061128,638.0,635.63,647.08,635.63,5419340
20061129,616.58,612.16,616.58,612.16,5599800
20061130,633.05,616.77,633.05,616.77,8413280
20061201,631.29,637.07,637.07,631.29,3425920
20061204,640.65,638.89,640.74,638.89,4645900
20061205,644.6,644.26,644.6,642.94,4395010
20061206,655.13,651.18,655.13,651.18,6045240
20061207,677.14,670.13,677.14,670.13,1594230
20061208,696.12,696.12,696.12,696.12,1202500
20061211,723.84,721.6,724.29,721.6,12579421
20061212,716.64,748.58,748.58,716.64,12498955
20061213,740.57,740.29,740.57,738.81,8937770
20061214,757.17,766.59,766.59,757.17,9687460
20061215,775.56,773.47,775.56,773.47,8398370
20061218,779.57,775.56,779.57,775.56,9960635
20061219,799.31,779.57,799.31,779.57,9285725
20061220,809.86,799.31,809.86,799.31,8210400
20061221,778.88,778.88,778.88,778.88,11031900
20061222,744.15,744.67,744.67,744.15,4749980
20061225,734.66,734.66,734.66,734.66,9759523
20061226,747.82,747.82,747.82,747.82,8658660
20061227,754.63,754.63,754.63,754.63,9367580
20061228,753.81,753.81,753.81,753.81,10479711
20061229,751.77,751.77,751.77,751.77,5286476
20070102,741.27,751.04,751.04,751.04,6348000
20070103,757.71,757.71,757.71,745.13,5928424
20070104,788.82,788.82,788.82,784.45,10796630
20070105,818.51,818.51,818.51,818.04,11077094
20070108,825.11,840.22,840.22,840.22,8758760
20070109,844.91,845.26,845.26,845.26,11760320
20070110,865.71,866.72,866.72,864.75,9064193
20070111,885.43,886.83,886.83,886.83,5077230
20070112,914.79,914.79,914.79,914.79,10160500
20070115,947.15,947.15,947.15,941.73,9940185
20070116,983.6,985.53,985.53,985.53,9361760
20070117,964.96,1012.7,1012.7,1012.7,12409980
20070118,983.09,983.09,983.09,946.84,3803420
20070119,1023.05,1024.0,1024.0,1024.0,9720710
20070122,1027.7,1044.26,1044.26,1044.26,14460310
20070123,1040.7,1040.7,1040.7,1040.7,8156140
20070124,1016.39,1049.82,1049.82,1049.82,11717496
20070125,988.86,991.65,991.65,991.65,14373610
20070126,974.76,974.76,974.76,966.6,13345090
20070129,995.55,995.55,995.55,976.51,9608140
20070130,1022.4,1023.97,1023.97,1021.29,5033880
20070131,1041.33,1044.07,1044.07,1044.07,10423410
20070201,1049.32,1066.33,1066.33,1066.33,14953672
20070202,1074.55,1074.55,1074.55,1074.55,7698660
20070205,1058.71,1091.02,1091.02,1091.02,11509880
20070206,1091.38,1091.38,1091.38,1058.57,10394510
20070207,1095.75,1095.75,1095.75,1083.99,8643740
20070208,1052.86,1058.74,1058.74,1058.74,8016080
20070209,1030.9,1030.9,1030.9,1010.38,9985889
20070212,1054.26,1054.26,1054.26,1041.43,9985889
20070213,1074.46,1081.79,1081.79,1081.79,8319270
20070214,1073.19,1077.98,1077.98,1077.98,12004670
20070215,1083.25,1083.25,1083.25,1071.5,6847710
20070226,1129.02,1129.02,1129.02,1121.18,8416137
20070227,1174.1,1174.1,1174.1,1174.1,9840080
20070228,1159.67,1159.67,1159.67,1159.67,15495355
20070301,1147.51,1147.51,1147.51,1147.51,10623165
20070302,1147.66,1147.66,1147.66,1130.62,19246830
20070305,1165.05,1165.05,1165.05,1165.05,10527248
20070306,1139.76,1139.76,1139.76,1139.76,10264206
20070307,1139.3,1139.3,1139.3,1139.3,10777971
20070308,1141.59,1141.59,1141.59,1141.59,9874270
20070309,1168.67,1168.67,1168.67,1168.67,13218547
20070312,1179.32,1179.32,1179.32,1179.32,13361620
20070313,1178.67,1178.67,1178.67,1178.67,16748374
20070314,1135.21,1135.21,1135.21,1135.21,15940554
20070315,1065.52,1072.79,1072.79,1072.79,10637310
20070316,1109.76,1109.76,1109.76,1089.24,11522490
20070319,1152.06,1152.06,1152.06,1152.06,12099700
20070320,1133.77,1133.77,1133.77,1133.77,12201150
20070321,1116.79,1116.79,1116.79,1116.79,10440620
20070322,1099.82,1107.86,1107.86,1107.86,9466027
20070323,1090.56,1096.95,1096.95,1096.95,8265340
20070326,1072.16,1085.46,1085.46,1085.46,9964960
20070327,1034.24,1050.27,1050.27,1050.27,7292297
20070328,1031.79,1031.79,1031.79,999.35,9309660
20070329,1068.71,1068.71,1068.71,1050.17,10182000
20070330,1071.33,1091.23,1091.23,1091.23,12097100
20070402,1055.1,1061.75,1061.75,1055.1,7755580
20070403,1027.53,1030.93,1030.93,1030.93,6941460
20070404,1050.9,1050.9,1050.9,1030.69,9133374
20070405,1048.98,1058.53,1058.53,1058.53,8464225
20070406,1033.92,1033.92,1033.92,1033.92,7972335
20070409,1041.36,1041.36,1041.36,1041.36,6015600
20070410,1039.67,1044.9,1044.9,1044.9,6140660
20070411,1034.68,1037.25,1037.25,1037.25,4260930
20070412,1027.58,1031.21,1031.21,1031.21,4626430
20070413,1012.98,1026.4,1026.4,1026.4,6686440
20070416,983.0,998.14,998.14,998.14,5508707
20070417,965.72,968.96,968.96,968.96,6683360
20070418,1001.12,1001.12,1001.12,979.86,4305800
20070419,998.09,1015.1,1015.1,1015.1,8986729
20070420,968.88,981.95,981.95,981.95,5094170
20070423,931.18,940.58,940.58,940.58,5746780
20070424,905.53,907.65,907.65,907.65,6026121
20070425,923.89,923.89,923.89,903.94,8357280
20070502,935.48,935.48,935.48,933.3,7687850
20070503,937.46,941.03,941.03,941.03,5411750
20070504,947.19,947.19,947.19,941.14,4474020
20070507,983.62,983.62,983.62,969.48,5753772
20070508,1015.43,1017.24,1017.24,1017.24,9926831
20070509,1019.96,1029.66,1029.66,1029.66,8323270
20070510,1026.46,1026.46,1026.46,1026.46,7988520
20070511,1039.63,1039.63,1039.63,1022.35,9644650
20070514,1066.04,1066.04,1066.04,1061.89,6110220
20070515,1054.69,1069.15,1069.15,1069.15,8497726
20070516,1040.99,1051.62,1051.62,1051.62,8755600
20070517,1059.79,1059.79,1059.79,1039.27,11249340
20070518,1066.56,1066.56,1066.56,1063.33,6509690
20070521,1085.41,1085.41,1085.41,1077.62,7904925
20070522,1107.52,1107.52,1107.52,1102.7,11783380
20070523,1127.75,1127.75,1127.75,1127.75,10850665
20070524,1085.3,1101.79,1101.79,1101.79,8450960
20070525,1089.6,1089.6,1089.6,1073.52,9134800
20070528,1098.64,1113.24,1113.24,1113.24,7183115
20070529,1093.77,1102.82,1102.82,1102.82,7103260
20070530,1077.88,1080.96,1080.96,1080.96,5326187
20070531,1081.48,1087.55,1087.55,1087.55,6024440
20070601,1077.36,1085.93,1085.93,1085.93,5593365
20070604,1062.1,1074.18,1074.18,1074.18,7578978
20070605,1039.66,1051.68,1051.68,1051.68,8164480
20070606,1045.29,1045.29,1045.29,1045.29,7047890
20070607,1060.02,1060.56,1060.56,1057.54,12734621
20070608,1057.36,1067.13,1067.13,1067.13,8582800
20070611,1040.75,1042.09,1042.09,1042.09,7114440
20070612,1036.54,1036.54,1036.54,1034.88,10783320
20070613,1038.8,1038.8,1038.8,1038.8,9075440
20070614,1042.79,1044.02,1044.02,1044.02,7804850
20070615,1048.19,1050.63,1050.63,1050.63,5689725
20070618,1043.99,1046.62,1046.62,1043.99,10580050
20070619,1049.58,1049.87,1049.87,1047.95,8661632
20070620,1045.28,1050.88,1050.88,1050.88,7214750
20070621,1034.43,1043.96,1043.96,1043.96,5685130
20070622,1033.69,1037.45,1037.45,1031.26,6791295
20070625,1044.39,1047.97,1047.97,1047.97,7441197
20070626,1055.7,1064.15,1064.15,1064.15,7485965
20070627,1032.96,1057.08,1057.08,1057.08,9286295
20070628,1024.04,1024.62,1024.62,1024.04,8672866
20070629,1024.68,1024.68,1024.68,1020.64,4340530
20070702,994.17,1015.71,1015.71,1015.71,7620810
20070703,977.3,977.3,977.3,975.4,7178690
20070704,1013.56,1013.56,1013.56,996.14,6860695
20070705,1012.82,1013.95,1013.95,1013.95,8645670
20070706,1010.53,1010.53,1010.53,1008.36,5982413
20070709,1010.27,1010.27,1010.27,1004.39,7114530
20070710,1023.04,1023.04,1023.04,1015.15,5505090
20070711,1029.85,1032.71,1032.71,1029.85,5727550
20070712,1017.68,1025.72,1025.72,1025.72,6316950
20070713,1015.73,1015.73,1015.73,1010.71,6276530
20070716,995.83,1005.16,1005.16,1005.16,6167960
20070717,1000.33,1001.05,1001.05,995.86,6379010
20070718,994.73,998.75,998.75,998.75,4921620
20070719,984.43,990.84,990.84,990.84,6026310
20070720,981.31,982.17,982.17,980.35,4972590
20070723,979.23,979.23,979.23,979.23,5599498
20070724,982.43,983.53,983.53,982.17,7413877
20070725,972.56,975.08,975.08,975.08,5478480
20070726,956.13,965.92,965.92,965.92,7609390
20070727,940.36,946.03,946.03,946.03,5218535
20070730,925.44,931.55,931.55,931.55,3296340
20070731,907.95,908.04,908.04,908.04,6578310
20070801,923.14,925.92,925.92,925.92,6790610
20070802,911.18,926.95,926.95,926.95,6596810
20070803,892.88,898.24,898.24,898.24,5899770
20070806,883.9,894.08,894.08,894.08,4233060
20070807,896.91,898.76,898.76,898.76,4162380
20070808,910.05,910.05,910.05,910.05,4836360
20070809,938.21,938.21,938.21,938.21,8625310
20070810,935.68,942.33,942.33,942.33,7597825
20070813,909.15,916.68,916.68,916.68,5324936
20070814,923.15,923.15,923.15,912.82,4766180
20070815,915.34,918.17,918.17,918.17,3200560
20070816,900.26,907.54,907.54,900.26,5827710
20070817,887.93,889.99,889.99,886.35,4301390
20070820,890.02,890.02,890.02,890.02,7374066
20070821,895.72,899.99,899.99,899.99,6565840
20070822,892.07,898.62,898.62,898.62,6263320
20070823,887.62,891.58,891.58,891.58,8751750
20070824,905.48,905.48,905.48,905.48,7620380
20070827,909.07,911.01,911.01,911.01,8735999
20070828,902.58,905.59,905.59,905.59,4974300
20070829,901.17,901.17,901.17,901.17,6194950
20070830,903.94,905.2,905.2,905.2,5323332
20070831,908.37,910.07,910.07,904.57,7093620
20070904,929.85,929.85,929.85,919.87,8041460
20070905,925.57,938.76,938.76,938.76,8291910
20070906,928.36,928.36,928.36,928.36,6856080
20070907,934.13,934.13,934.13,929.53,6282830
20070910,927.14,933.02,933.02,933.02,7248770
20070911,920.48,925.28,925.28,925.28,13325570
20070912,921.19,923.83,923.83,923.83,7029850
20070913,921.31,921.31,921.31,920.55,9379720
20070914,930.46,930.46,930.46,924.14,5354710
20070917,934.74,934.74,934.74,932.38,11095805
20070918,935.17,935.17,935.17,933.78,7460680
20070919,946.22,946.22,946.22,942.52,9151624
20070920,963.61,963.61,963.61,960.56,10779190
20070921,958.67,965.2,965.2,965.2,10885160
20070924,975.82,975.82,975.82,967.89,12054760
20070925,1009.88,1009.88,1009.88,1005.79,14900560
20070926,1015.91,1029.73,1029.73,1029.73,15853250
20070927,1014.09,1014.09,1014.09,1012.17,12683870
20070928,1046.86,1046.86,1046.86,1030.77,14801700
20071001,1084.39,1084.39,1084.39,1072.72,16492500
20071002,1099.48,1099.48,1099.48,1099.48,17546890
20071003,1106.6,1106.6,1106.6,1106.6,14399570
20071004,1087.76,1107.8,1107.8,1107.8,16414980
20071005,1081.63,1086.92,1086.92,1086.92,16276350
20071008,1084.87,1088.11,1088.11,1084.58,13375120
20071009,1097.36,1097.36,1097.36,1093.07,14172660
20071010,1104.67,1110.78,1110.78,1110.78,13552210
20071011,1099.31,1107.05,1107.05,1107.05,11499710
20071012,1104.61,1104.61,1104.61,1097.58,16053085
20071015,1105.21,1105.21,1105.21,1105.21,12778930
20071016,1103.88,1106.67,1106.67,1106.67,15307560
20071017,1101.29,1106.72,1106.72,1106.72,13546680
20071018,1088.68,1094.93,1094.93,1094.93,15254320
20071019,1097.07,1097.07,1097.07,1078.21,12240170
20071022,1085.74,1091.76,1091.76,1091.76,10364315
20071023,1075.29,1079.06,1079.06,1079.06,12620460
20071024,1096.2,1096.2,1096.2,1079.6,12446670
20071025,1095.53,1103.09,1103.09,1103.09,16736004
20071026,1092.48,1095.28,1095.28,1095.28,11979100
20071029,1064.2,1077.86,1077.86,1077.86,17289030
20071030,1069.78,1071.15,1071.15,1068.31,11858730
20071031,1065.09,1072.47,1072.47,1072.47,11398920
20071101,1075.92,1078.8,1078.8,1078.8,14156540
20071102,1066.63,1075.49,1075.49,1075.49,10934180
20071105,1047.15,1055.35,1055.35,1045.31,14173830
20071106,1031.71,1036.84,1036.84,1036.84,12928417
20071107,1031.2,1036.95,1036.95,1036.95,14628650
20071108,1026.47,1034.35,1034.35,1034.35,13223596
20071109,1018.29,1018.29,1018.29,1018.29,12562250
20071112,1006.12,1015.43,1015.43,1015.43,10517810
20071113,973.59,999.38,999.38,999.38,13377809
20071114,993.75,1008.16,1008.16,986.91,19727650
20071115,1002.71,1007.61,1007.61,1007.61,13916450
20071116,998.22,1001.37,1001.37,1001.37,11068140
20071119,998.75,999.45,999.45,999.45,8293346
20071120,983.52,986.51,986.51,986.51,7266350
20071121,971.49,972.26,972.26,963.56,10116710
20071122,977.17,983.69,983.69,983.69,8777814
20071123,975.92,981.38,981.38,974.44,7763920
20071126,991.38,991.38,991.38,980.86,12285906
20071127,988.08,999.4,999.4,988.08,10068210
20071128,984.57,989.69,989.69,984.57,8356830
20071129,980.09,987.37,987.37,980.09,8212150
20071130,972.35,980.09,980.09,972.35,10004690
20071203,987.96,987.96,987.96,977.86,9871860
20071204,988.91,992.54,992.54,988.91,10569560
20071205,976.21,981.95,981.95,981.95,8192070
20071206,974.46,974.46,974.46,971.49,6090220
20071207,974.63,976.89,976.89,970.15,8376420
20071210,958.48,968.17,968.17,958.48,7519960
20071211,941.04,949.37,949.37,941.04,7740430
