Date,Close,Open,High,Low,Volume
2020-01-02 00:00:00+00:00,966.67,960.26,966.67,959.67,200601631
2020-01-03 00:00:00+00:00,965.14,968.72,970.88,965.14,174128840
2020-01-06 00:00:00+00:00,955.79,962.79,963.2,955.59,187204339
2020-01-07 00:00:00+00:00,958.88,955.79,959.46,953.19,181625538
2020-01-08 00:00:00+00:00,948.98,954.13,955.84,945.28,319165887
2020-01-09 00:00:00+00:00,960.15,953.86,960.73,952.16,166147392
2020-01-10 00:00:00+00:00,968.54,961.17,969.71,961.17,222154568
2020-01-13 00:00:00+00:00,965.84,966.89,968.63,964.79,147147791
2020-01-14 00:00:00+00:00,967.0,966.26,968.85,965.76,190348503
2020-01-15 00:00:00+00:00,967.56,967.69,967.69,964.84,150040543
2020-01-16 00:00:00+00:00,974.31,967.2,974.7,967.17,201250786
2020-01-17 00:00:00+00:00,978.96,976.28,980.02,973.79,164136095
2020-01-20 00:00:00+00:00,978.63,978.23,979.85,975.93,102398830
2020-01-21 00:00:00+00:00,986.37,978.82,986.37,978.82,128887950
2020-01-22 00:00:00+00:00,991.46,986.52,991.46,983.92,128966880
2020-01-30 00:00:00+00:00,959.58,975.15,977.72,954.0,181385230
2020-01-31 00:00:00+00:00,936.62,959.58,960.96,936.62,210630210
2020-02-03 00:00:00+00:00,928.14,916.6,930.37,891.85,246486370
2020-02-04 00:00:00+00:00,929.09,929.42,934.91,919.33,178000400
2020-02-05 00:00:00+00:00,925.91,934.75,936.33,921.89,164052070
2020-02-06 00:00:00+00:00,938.54,926.66,938.54,925.21,206133165
2020-02-07 00:00:00+00:00,940.75,938.61,943.48,935.94,165020480
2020-02-10 00:00:00+00:00,930.73,934.38,935.87,926.61,129573270
2020-02-11 00:00:00+00:00,934.67,930.73,936.04,930.73,159265510
2020-02-12 00:00:00+00:00,937.68,940.72,943.11,937.34,187439280
2020-02-13 00:00:00+00:00,938.24,937.19,939.1,934.47,153479610
2020-02-14 00:00:00+00:00,937.45,939.28,940.65,936.47,172195600
2020-02-17 00:00:00+00:00,934.77,938.52,938.52,931.66,149349950
2020-02-18 00:00:00+00:00,927.93,934.47,934.98,926.01,164327840
2020-02-19 00:00:00+00:00,928.76,926.41,931.66,925.86,161801070
2020-02-20 00:00:00+00:00,938.13,933.69,938.13,930.41,183636850
2020-02-21 00:00:00+00:00,933.09,938.13,940.53,932.32,179503790
2020-02-24 00:00:00+00:00,903.34,917.49,917.49,903.34,255965410
2020-02-25 00:00:00+00:00,909.67,893.95,909.67,893.95,186008510
2020-02-26 00:00:00+00:00,895.97,901.51,903.27,894.25,131173700
2020-02-27 00:00:00+00:00,898.44,892.15,899.34,889.14,135468580
2020-02-28 00:00:00+00:00,882.19,885.47,887.07,872.46,184315860
2020-03-02 00:00:00+00:00,884.43,878.43,886.45,877.31,173927240
2020-03-03 00:00:00+00:00,890.61,895.39,896.39,890.06,176373200
2020-03-04 00:00:00+00:00,889.37,887.85,889.85,882.83,195439390
2020-03-05 00:00:00+00:00,893.31,892.71,898.43,891.2,209158850
2020-03-06 00:00:00+00:00,891.44,888.96,891.44,882.71,175600680
2020-03-09 00:00:00+00:00,835.49,875.8,875.8,834.67,273180820
2020-03-10 00:00:00+00:00,837.5,813.83,843.28,806.63,242825240
2020-03-11 00:00:00+00:00,811.35,843.52,844.94,794.54,278303370
2020-03-12 00:00:00+00:00,769.25,778.06,778.06,762.12,311344630
2020-03-13 00:00:00+00:00,761.78,750.56,764.69,723.42,289011560
2020-03-16 00:00:00+00:00,747.86,758.28,758.59,737.58,222784370
2020-03-17 00:00:00+00:00,745.78,724.07,750.03,721.84,202440360
2020-03-18 00:00:00+00:00,747.66,747.4,752.65,742.12,206015830
2020-03-19 00:00:00+00:00,725.94,732.35,733.43,714.02,311215400
2020-03-20 00:00:00+00:00,709.73,728.55,729.35,709.73,198208490
2020-03-23 00:00:00+00:00,666.59,694.77,694.77,664.23,223310850
2020-03-24 00:00:00+00:00,659.21,666.59,666.59,652.27,213831260
2020-03-25 00:00:00+00:00,690.25,669.76,690.25,667.58,209987920
2020-03-26 00:00:00+00:00,694.21,689.0,700.76,680.1,171266480
2020-03-27 00:00:00+00:00,696.06,692.54,703.22,682.52,212622560
2020-03-30 00:00:00+00:00,662.26,663.91,665.56,657.36,194282800
2020-03-31 00:00:00+00:00,662.53,669.74,678.64,649.1,227982260
2020-04-01 00:00:00+00:00,680.23,658.8,684.96,657.41,211013080
2020-04-03 00:00:00+00:00,701.8,687.92,701.8,687.92,197938250
2020-04-06 00:00:00+00:00,736.75,716.22,736.75,715.39,305129360
2020-04-07 00:00:00+00:00,746.69,744.97,749.13,730.28,276656810
2020-04-08 00:00:00+00:00,748.02,740.03,748.36,730.12,203480250
2020-04-09 00:00:00+00:00,760.33,751.08,765.87,751.08,271131720
2020-04-10 00:00:00+00:00,757.94,759.08,764.36,751.59,295272845
2020-04-13 00:00:00+00:00,765.79,762.99,774.62,762.53,200195470
2020-04-14 00:00:00+00:00,767.41,769.01,769.53,753.85,229443390
2020-04-15 00:00:00+00:00,777.22,768.05,779.52,768.01,257498999
2020-04-16 00:00:00+00:00,780.7,773.11,781.06,770.91,217020332
2020-04-17 00:00:00+00:00,789.6,786.96,790.95,783.74,268469130
2020-04-20 00:00:00+00:00,794.97,796.17,797.49,786.73,304660710
